path,category,ext,size_bytes,size_kb,lines,risk_flags
tools/scripts/SCRIPTS_LOCATION_POLICY.md,tools,.md,2384,2.33,48,
tools/scripts/VERIFY_APP_CLIENT_NEW_DEV_BUILD_INSTALLED.ps1,tools,.ps1,4105,4.01,116,
tools/scripts/VERIFY_SEAL_APP_CLIENT_SURFACES_ENTRYPOINT_BOUNDARY_V2.ps1,tools,.ps1,13145,12.84,394,
tools/scripts/check-scripts-location.ps1,tools,.ps1,2897,2.83,108,
tools/scripts/generate-dsh-exhaustive-audit.ps1,tools,.ps1,33856,33.06,562,
tools/scripts/guard-central-i18n-direction.mjs,tools,.mjs,3293,3.22,119,
tools/scripts/replace-BTH-with-bthwani.ps1,tools,.ps1,4647,4.54,128,
tools/scripts/start-mobile-preview.ps1,tools,.ps1,3432,3.35,123,
tools/scripts/checks/CHECK_SCRIPT_GOVERNANCE.ps1,tools,.ps1,21445,20.94,559,
tools/scripts/checks/PLAN_CORE_GITHUB_SCRIPTS_ONLY.ps1,tools,.ps1,11640,11.37,226,
tools/registry/scripts/verify-dsh-global-control-closure.ps1,tools,.ps1,18304,17.88,353,NEEDS_VISUAL_EVIDENCE_TEXT
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427.zip,tools,.zip,11459,11.19,77,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/LOCAL_CHANGE_REVIEW.patch,tools,.patch,260,0.25,4,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/SUMMARY.md,tools,.md,5246,5.12,139,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/UNTRACKED_FILES_MANIFEST.txt,tools,.txt,435,0.42,9,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/changed-files.txt,tools,.txt,2659,2.6,52,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/git-diff-check.txt,tools,.txt,101,0.1,3,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/git-diff-name-status.txt,tools,.txt,92,0.09,3,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/git-diff-stat.txt,tools,.txt,85,0.08,3,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/git-staged-diff-check.txt,tools,.txt,84,0.08,3,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/git-staged-diff-stat.txt,tools,.txt,75,0.07,3,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/git-staged-name-status.txt,tools,.txt,82,0.08,3,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/git-status.txt,tools,.txt,350,0.34,10,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/git-untracked-files.txt,tools,.txt,338,0.33,6,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/guard-i18n-direction-mobile-control-panel.txt,tools,.txt,256,0.25,7,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/guard-tamagui-import-boundary.txt,tools,.txt,167,0.16,6,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/registry-consumption.csv,tools,.csv,1841,1.8,15,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/registry-validation.csv,tools,.csv,4568,4.46,50,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/route-reachability-validation.csv,tools,.csv,5867,5.73,50,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/source-vs-evidence-scope.csv,tools,.csv,1700,1.66,13,
tools/registry/runs/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE-20260521-064427/tsc-noemit.txt,tools,.txt,114,0.11,3,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533.zip,tools,.zip,12243,11.96,79,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/SUMMARY.md,tools,.md,6168,6.02,121,CONTRACT_TBD
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/UNTRACKED_FILES_MANIFEST.txt,tools,.txt,0,0.0,,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/changed-files.txt,tools,.txt,408,0.4,8,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/control-panel-escalation-alignment.csv,tools,.csv,1779,1.74,18,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/cross-surface-flow-alignment.csv,tools,.csv,1102,1.08,12,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/finance-preview-safety-check.csv,tools,.csv,912,0.89,7,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/git-diff-check.txt,tools,.txt,0,0.0,,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/git-diff-name-status.txt,tools,.txt,429,0.42,8,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/git-diff-stat.txt,tools,.txt,550,0.54,9,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/git-status.txt,tools,.txt,436,0.43,8,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/guard-i18n-direction-mobile-control-panel.txt,tools,.txt,253,0.25,6,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/guard-tamagui-import-boundary.txt,tools,.txt,171,0.17,6,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/hidden-compat-rendering-check.csv,tools,.csv,1107,1.08,10,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/on-demand-compliance.csv,tools,.csv,1509,1.47,13,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/registry-consumption-after.csv,tools,.csv,804,0.79,7,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/registry-consumption-before.csv,tools,.csv,495,0.48,7,
tools/registry/runs/DSH_PHASE_2_CROSS_SURFACE_REGISTRY_CONSUMPTION-20260521-072533/tsc-noemit.txt,tools,.txt,8,0.01,2,
tools/plan/APPLY_MERGE_EXTERNAL_AGENT_SKILLS_NO_AUTO_EXIT_PACKAGE/APPLY_MERGE_EXTERNAL_AGENT_SKILLS_NO_CONFLICT_NO_AUTO_EXIT.ps1,tools,.ps1,28424,27.76,774,NEEDS_VISUAL_EVIDENCE_TEXT
tools/plan/APPLY_MERGE_EXTERNAL_AGENT_SKILLS_NO_AUTO_EXIT_PACKAGE/README_NO_AUTO_EXIT_AGENT_SKILLS.md,tools,.md,989,0.97,35,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/00_AGENT_START_HERE.md,tools,.md,2295,2.24,48,NEEDS_VISUAL_EVIDENCE_TEXT
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/EXECUTION_LOOPS.md,tools,.md,2175,2.12,61,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/FORENSIC_DIAGNOSIS.md,tools,.md,4883,4.77,87,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/Install-PlanPackage.ps1,tools,.ps1,770,0.75,18,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/NAMING_TAXONOMY.md,tools,.md,1587,1.55,40,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/PROTECTED_SURFACES_POLICY.md,tools,.md,1170,1.14,27,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/README.md,tools,.md,1632,1.59,46,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/package-manifest.json,tools,.json,389,0.38,10,
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_1_1_FORENSIC_REVIEW_PACKAGE.zip,tools,.zip,6748,6.59,37,
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_1_1_REGISTRY_EVIDENCE_CLOSURE_PROMPT.md,tools,.md,9683,9.46,190,
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_1_FLOW_REGISTRY_AND_REACHABILITY_PROMPT.md,tools,.md,15451,15.09,372,
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_1_FORENSIC_REVIEW_REPORT.md,tools,.md,8859,8.65,77,
tools/plan/dsh_closure_package/DSH_E2E_REAL_CLOSURE_EXECUTION_PACKAGE.md,tools,.md,20645,20.16,365,
tools/plan/dsh_closure_package/RUN_DSH_FORENSIC_SCAN.ps1,tools,.ps1,5771,5.64,97,
tools/plan/dsh_closure_package/RUN_DSH_VERIFY_AFTER_APPLY.ps1,tools,.ps1,2891,2.82,53,NEEDS_VISUAL_EVIDENCE_TEXT
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_0_SYSTEM_AUDIT-20260521-022034/DSH_PHASE_0_SYSTEM_AUDIT_REPORT.md,tools,.md,18152,17.73,346,
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_0_SYSTEM_AUDIT-20260521-022034/dsh-control-panel-alignment.csv,tools,.csv,41969,40.99,126,LARGE_GT40KB
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_0_SYSTEM_AUDIT-20260521-022034/dsh-cross-surface-consistency.csv,tools,.csv,36981,36.11,14,
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_0_SYSTEM_AUDIT-20260521-022034/dsh-flow-inventory.csv,tools,.csv,98739,96.42,352,GIANT_GT70KB
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_0_SYSTEM_AUDIT-20260521-022034/dsh-on-demand-audit.csv,tools,.csv,79146,77.29,227,GIANT_GT70KB
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_0_SYSTEM_AUDIT-20260521-022034/dsh-priority-roadmap.csv,tools,.csv,6295,6.15,9,
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_0_SYSTEM_AUDIT-20260521-022034/dsh-route-reachability.csv,tools,.csv,40156,39.21,118,
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_0_SYSTEM_AUDIT-20260521-022034/dsh-surface-inventory.csv,tools,.csv,17720,17.3,11,
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_0_SYSTEM_AUDIT-20260521-022034/dsh-ui-ux-audit.csv,tools,.csv,63353,61.87,226,LARGE_GT40KB
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_0_SYSTEM_AUDIT-20260521-022034/evidence.json,tools,.json,2064,2.02,66,
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_0_SYSTEM_AUDIT-20260521-022034/git-diff-check.txt,tools,.txt,4171,4.07,7,
tools/plan/bthwani_all_apps_dsh/DSH_PHASE_0_SYSTEM_AUDIT-20260521-022034/git-status.txt,tools,.txt,165,0.16,7,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/agent-prompts/CODEX_OR_CLAUDE_PROMPT.md,tools,.md,929,0.91,14,NEEDS_VISUAL_EVIDENCE_TEXT
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/evidence-templates/visual-review-checklist-template.md,tools,.md,347,0.34,16,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/matrices/ML_001_054_EXECUTION_MATRIX.csv,tools,.csv,20387,19.91,56,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/phases/00_PREFLIGHT_REALITY_LOCK.md,tools,.md,187,0.18,4,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/phases/01_TAXONOMY_AND_NOISE_CLEANUP.md,tools,.md,233,0.23,4,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/phases/02_FIELD_PARTNER_MANAGEMENT.md,tools,.md,213,0.21,4,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/phases/03_APP_CLIENT_PROTECTED_LOGIC.md,tools,.md,208,0.2,4,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/phases/04_APP_PARTNER_ORDER_FLOW.md,tools,.md,183,0.18,4,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/phases/05_APP_CAPTAIN_DELIVERY_FLOW.md,tools,.md,209,0.2,4,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/phases/06_CONTROL_PANEL_SUPPORT_PARTNERS_AUDIT.md,tools,.md,206,0.2,4,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/phases/07_WLT_FINANCE_AND_CATALOG_BOUNDARY.md,tools,.md,187,0.18,4,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/phases/08_VISUAL_REVIEW_READINESS.md,tools,.md,177,0.17,4,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/phases/09_RESIDUAL_REDIAGNOSIS.md,tools,.md,174,0.17,4,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/scripts/Invoke-DshPlanEvidence.ps1,tools,.ps1,2085,2.04,33,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/scripts/Invoke-DshPlanPreflight.ps1,tools,.ps1,2021,1.97,38,
tools/plan/DSH_UI_UX_FLOW_FINAL_CLOSURE_PLAN-20260518/scripts/New-DshFrontendInventory.ps1,tools,.ps1,1514,1.48,22,
tools/guards/lib/guard-utils.mjs,tools,.mjs,6401,6.25,199,
tools/archive/ghb-repair-20260428/REPAIR_GHB_TOOLS.ps1.md,tools,.md,39773,38.84,806,
snd/backend/README.md,service:other,.md,195,0.19,11,BACKEND_SCAFFOLD_ONLY
snd/backend/client.ts,service:other,.ts,32,0.03,3,
snd/backend/contracts.ts,service:other,.ts,35,0.03,3,
snd/docs/MIGRATION.md,service:other,.md,225,0.22,8,
snd/frontend/index.ts,service:other,.ts,171,0.17,6,
snd/media-fixtures/README.md,service:other,.md,79,0.08,4,
snd/frontend/app-client/SndSurfaceHost.tsx,service:other,.tsx,534,0.52,23,
snd/frontend/app-client/index.ts,service:other,.ts,104,0.1,6,
snd/frontend/app-client/surface-catalog.ts,service:other,.ts,82,0.08,4,
snd/frontend/app-client/surface-meta.ts,service:other,.ts,98,0.1,6,
snd/frontend/control-panel/index.ts,service:other,.ts,106,0.1,5,
snd/frontend/control-panel/surface-catalog.ts,service:other,.ts,67,0.07,4,
snd/frontend/control-panel/surface-meta.ts,service:other,.ts,101,0.1,6,
snd/frontend/control-panel/community-services/index.ts,service:other,.ts,67,0.07,2,
snd/frontend/control-panel/community-services/section-catalog.ts,service:other,.ts,83,0.08,3,
snd/frontend/control-panel/community-services/section-meta.ts,service:other,.ts,121,0.12,5,
snd/frontend/app-client/snd-app-client-flow/flow-meta.ts,service:other,.ts,149,0.15,7,
snd/frontend/app-client/snd-app-client-flow/index.ts,service:other,.ts,31,0.03,3,
snd/frontend/app-client/entry/screens/SndEntryScreen.tsx,service:other,.tsx,2204,2.15,79,
snd/frontend/app-client/entry/screens/index.ts,service:other,.ts,37,0.04,3,
snd/backend/src/client.ts,service:other,.ts,121,0.12,5,
snd/backend/src/contracts.ts,service:other,.ts,130,0.13,5,
snd/backend/src/index.ts,service:other,.ts,57,0.06,4,
mrf/backend/README.md,service:other,.md,195,0.19,11,BACKEND_SCAFFOLD_ONLY
mrf/backend/client.ts,service:other,.ts,32,0.03,3,
mrf/backend/contracts.ts,service:other,.ts,35,0.03,3,
mrf/docs/MIGRATION.md,service:other,.md,225,0.22,8,
mrf/frontend/index.ts,service:other,.ts,171,0.17,6,
mrf/media-fixtures/README.md,service:other,.md,79,0.08,4,
mrf/frontend/app-client/MrfSurfaceHost.tsx,service:other,.tsx,556,0.54,23,
mrf/frontend/app-client/index.ts,service:other,.ts,104,0.1,6,
mrf/frontend/app-client/surface-catalog.ts,service:other,.ts,82,0.08,4,
mrf/frontend/app-client/surface-meta.ts,service:other,.ts,98,0.1,6,
mrf/frontend/control-panel/index.ts,service:other,.ts,106,0.1,5,
mrf/frontend/control-panel/surface-catalog.ts,service:other,.ts,67,0.07,4,
mrf/frontend/control-panel/surface-meta.ts,service:other,.ts,101,0.1,6,
mrf/frontend/control-panel/community-services/index.ts,service:other,.ts,67,0.07,2,
mrf/frontend/control-panel/community-services/section-catalog.ts,service:other,.ts,83,0.08,3,
mrf/frontend/control-panel/community-services/section-meta.ts,service:other,.ts,121,0.12,5,
mrf/frontend/app-client/mrf-app-client-flow/flow-meta.ts,service:other,.ts,149,0.15,7,
mrf/frontend/app-client/mrf-app-client-flow/index.ts,service:other,.ts,31,0.03,3,
mrf/frontend/app-client/entry/screens/MrfEntryScreen.tsx,service:other,.tsx,2207,2.16,79,
mrf/frontend/app-client/entry/screens/index.ts,service:other,.ts,37,0.04,3,
mrf/backend/src/client.ts,service:other,.ts,121,0.12,5,
mrf/backend/src/contracts.ts,service:other,.ts,130,0.13,5,
mrf/backend/src/index.ts,service:other,.ts,57,0.06,4,
kwd/backend/README.md,service:other,.md,195,0.19,11,BACKEND_SCAFFOLD_ONLY
kwd/backend/client.ts,service:other,.ts,32,0.03,3,
kwd/backend/contracts.ts,service:other,.ts,35,0.03,3,
kwd/docs/MIGRATION.md,service:other,.md,225,0.22,8,
kwd/frontend/index.ts,service:other,.ts,171,0.17,6,
kwd/media-fixtures/README.md,service:other,.md,79,0.08,4,
kwd/frontend/app-client/KwdSurfaceHost.tsx,service:other,.tsx,556,0.54,23,
kwd/frontend/app-client/index.ts,service:other,.ts,104,0.1,6,
kwd/frontend/app-client/surface-catalog.ts,service:other,.ts,82,0.08,4,
kwd/frontend/app-client/surface-meta.ts,service:other,.ts,98,0.1,6,
kwd/frontend/control-panel/index.ts,service:other,.ts,106,0.1,5,
kwd/frontend/control-panel/surface-catalog.ts,service:other,.ts,67,0.07,4,
kwd/frontend/control-panel/surface-meta.ts,service:other,.ts,101,0.1,6,
kwd/frontend/control-panel/community-services/index.ts,service:other,.ts,67,0.07,2,
kwd/frontend/control-panel/community-services/section-catalog.ts,service:other,.ts,83,0.08,3,
kwd/frontend/control-panel/community-services/section-meta.ts,service:other,.ts,121,0.12,5,
kwd/frontend/app-client/kwd-app-client-flow/flow-meta.ts,service:other,.ts,149,0.15,7,
kwd/frontend/app-client/kwd-app-client-flow/index.ts,service:other,.ts,31,0.03,3,
kwd/frontend/app-client/entry/screens/KwdEntryScreen.tsx,service:other,.tsx,2207,2.16,79,
kwd/frontend/app-client/entry/screens/index.ts,service:other,.ts,37,0.04,3,
kwd/backend/src/client.ts,service:other,.ts,121,0.12,5,
kwd/backend/src/contracts.ts,service:other,.ts,130,0.13,5,
kwd/backend/src/index.ts,service:other,.ts,57,0.06,4,
knz/backend/README.md,service:other,.md,195,0.19,11,BACKEND_SCAFFOLD_ONLY
knz/backend/client.ts,service:other,.ts,32,0.03,3,
knz/backend/contracts.ts,service:other,.ts,35,0.03,3,
knz/docs/MIGRATION.md,service:other,.md,277,0.27,10,
knz/frontend/index.ts,service:other,.ts,171,0.17,6,
knz/media-fixtures/README.md,service:other,.md,79,0.08,4,
knz/frontend/app-client/KnzSurfaceHost.tsx,service:other,.tsx,556,0.54,23,
knz/frontend/app-client/index.ts,service:other,.ts,104,0.1,6,
knz/frontend/app-client/surface-catalog.ts,service:other,.ts,82,0.08,4,
knz/frontend/app-client/surface-meta.ts,service:other,.ts,98,0.1,6,
knz/frontend/control-panel/index.ts,service:other,.ts,69,0.07,4,
knz/frontend/control-panel/surface-catalog.ts,service:other,.ts,57,0.06,4,
knz/frontend/control-panel/surface-meta.ts,service:other,.ts,101,0.1,6,
knz/frontend/control-panel/catalogs/index.ts,service:other,.ts,69,0.07,4,
knz/frontend/control-panel/catalogs/section-catalog.ts,service:other,.ts,82,0.08,4,
knz/frontend/control-panel/catalogs/section-meta.ts,service:other,.ts,108,0.11,6,
knz/frontend/control-panel/catalogs/knz-control-panel-catalogs-flow/flow-meta.ts,service:other,.ts,147,0.14,7,
knz/frontend/control-panel/catalogs/knz-control-panel-catalogs-flow/index.ts,service:other,.ts,31,0.03,3,
knz/frontend/app-client/knz-app-client-flow/flow-meta.ts,service:other,.ts,149,0.15,7,
knz/frontend/app-client/knz-app-client-flow/index.ts,service:other,.ts,31,0.03,3,
knz/frontend/app-client/entry/screens/KnzEntryScreen.tsx,service:other,.tsx,2203,2.15,79,
knz/frontend/app-client/entry/screens/index.ts,service:other,.ts,37,0.04,3,
knz/backend/src/client.ts,service:other,.ts,121,0.12,5,
knz/backend/src/contracts.ts,service:other,.ts,130,0.13,5,
knz/backend/src/index.ts,service:other,.ts,57,0.06,4,
governance/agents/DONOR_EXTRACTION_DECISION_MATRIX.md,governance,.md,827,0.81,28,
governance/agents/GENERAL_AGENT_CAPABILITY_MAP.md,governance,.md,2662,2.6,50,
governance/agents/SKILL_TO_GOVERNANCE_ROUTING.md,governance,.md,1004,0.98,33,
esf/backend/README.md,service:other,.md,195,0.19,11,BACKEND_SCAFFOLD_ONLY
esf/backend/client.ts,service:other,.ts,32,0.03,3,
esf/backend/contracts.ts,service:other,.ts,35,0.03,3,
esf/docs/MIGRATION.md,service:other,.md,225,0.22,8,
esf/frontend/index.ts,service:other,.ts,171,0.17,6,
esf/media-fixtures/README.md,service:other,.md,79,0.08,4,
esf/frontend/app-client/EsfSurfaceHost.tsx,service:other,.tsx,556,0.54,23,
esf/frontend/app-client/index.ts,service:other,.ts,104,0.1,6,
esf/frontend/app-client/surface-catalog.ts,service:other,.ts,82,0.08,4,
esf/frontend/app-client/surface-meta.ts,service:other,.ts,98,0.1,6,
esf/frontend/control-panel/EsfControlPanelSurfaceHost.tsx,service:other,.tsx,2336,2.28,56,
esf/frontend/control-panel/index.ts,service:other,.ts,266,0.26,7,
esf/frontend/control-panel/surface-catalog.ts,service:other,.ts,67,0.07,4,
esf/frontend/control-panel/surface-meta.ts,service:other,.ts,101,0.1,6,
esf/frontend/control-panel/community-services/index.ts,service:other,.ts,67,0.07,2,
esf/frontend/control-panel/community-services/section-catalog.ts,service:other,.ts,83,0.08,3,
esf/frontend/control-panel/community-services/section-meta.ts,service:other,.ts,121,0.12,5,
esf/frontend/app-client/esf-app-client-flow/flow-meta.ts,service:other,.ts,149,0.15,7,
esf/frontend/app-client/esf-app-client-flow/index.ts,service:other,.ts,31,0.03,3,
esf/frontend/app-client/entry/screens/EsfEntryScreen.tsx,service:other,.tsx,2207,2.16,79,
esf/frontend/app-client/entry/screens/index.ts,service:other,.ts,37,0.04,3,
esf/backend/src/client.ts,service:other,.ts,121,0.12,5,
esf/backend/src/contracts.ts,service:other,.ts,130,0.13,5,
esf/backend/src/index.ts,service:other,.ts,57,0.06,4,
dsh/backend/README.md,service:dsh,.md,318,0.31,17,BACKEND_SCAFFOLD_ONLY
dsh/backend/client.ts,service:dsh,.ts,30,0.03,2,
dsh/backend/contracts.ts,service:dsh,.ts,33,0.03,2,
dsh/docs/BTHWANI_DSH_CLIENT_WLT_FINAL_CLOSURE_ROADMAP_V3.md,service:dsh,.md,10390,10.15,500,CONTRACT_TBD;NEEDS_VISUAL_EVIDENCE_TEXT
dsh/docs/CLOSURE_DECISION_LOG.md,service:dsh,.md,19694,19.23,62,NEEDS_VISUAL_EVIDENCE_TEXT
dsh/docs/DSH_CONTROL_PANEL_SHARED_OWNER_DECISION.md,service:dsh,.md,1966,1.92,45,
dsh/docs/DSH_VISUAL_REVIEW.md,service:dsh,.md,3603,3.52,108,VISUAL_REVIEW_TEMPLATE_ONLY
dsh/docs/MIGRATION.md,service:dsh,.md,1135,1.11,33,
dsh/docs/README.md,service:dsh,.md,1700,1.66,43,
dsh/docs/RUNTIME_EVIDENCE_MATRIX.md,service:dsh,.md,4961,4.84,39,NEEDS_VISUAL_EVIDENCE_TEXT
dsh/docs/SCREEN_API_MATRIX.md,service:dsh,.md,5967,5.83,32,NOT_READY_FOR_API
dsh/docs/UI_UX_FLOW_CLOSURE_MATRIX.md,service:dsh,.md,6811,6.65,37,NEEDS_VISUAL_EVIDENCE_TEXT
dsh/docs/command.md,service:dsh,.md,5982,5.84,135,
dsh/domain/README.md,service:dsh,.md,148,0.14,8,DOMAIN_TBD
dsh/frontend/README.md,service:dsh,.md,543,0.53,21,
dsh/frontend/index.ts,service:dsh,.ts,330,0.32,14,
dsh/media-fixtures/README.md,service:dsh,.md,318,0.31,19,
dsh/frontend/app-captain/DshCaptainSurface.tsx,service:dsh,.tsx,75049,73.29,1773,GIANT_GT70KB
dsh/frontend/app-captain/dsh-captain.routes.ts,service:dsh,.ts,4168,4.07,52,
dsh/frontend/app-captain/dsh-captain.screen-registry.ts,service:dsh,.ts,12943,12.64,374,
dsh/frontend/app-captain/dsh-captain.types.ts,service:dsh,.ts,1223,1.19,60,
dsh/frontend/app-captain/index.ts,service:dsh,.ts,1414,1.38,49,
dsh/frontend/app-client/DshClientSurface.tsx,service:dsh,.tsx,52728,51.49,1361,LARGE_GT40KB
dsh/frontend/app-client/dsh-client.routes.ts,service:dsh,.ts,6133,5.99,98,
dsh/frontend/app-client/dsh-client.screen-registry.ts,service:dsh,.ts,17951,17.53,525,
dsh/frontend/app-client/dsh-client.types.ts,service:dsh,.ts,1314,1.28,52,
dsh/frontend/app-client/index.ts,service:dsh,.ts,1377,1.34,45,
dsh/frontend/app-field/DshFieldSurface.tsx,service:dsh,.tsx,12519,12.23,368,
dsh/frontend/app-field/dsh-field.routes.ts,service:dsh,.ts,2181,2.13,72,
dsh/frontend/app-field/dsh-field.screen-registry.ts,service:dsh,.ts,6748,6.59,197,
dsh/frontend/app-field/dsh-field.types.ts,service:dsh,.ts,778,0.76,35,
dsh/frontend/app-field/index.ts,service:dsh,.ts,852,0.83,30,
dsh/frontend/app-field/mobile-entry.tsx,service:dsh,.tsx,99,0.1,2,
dsh/frontend/app-partner/DshPartnerSurface.tsx,service:dsh,.tsx,29403,28.71,796,
dsh/frontend/app-partner/dsh-partner.routes.ts,service:dsh,.ts,2889,2.82,40,
dsh/frontend/app-partner/dsh-partner.screen-registry.ts,service:dsh,.ts,9809,9.58,284,
dsh/frontend/app-partner/dsh-partner.types.ts,service:dsh,.ts,8852,8.64,258,
