flowId,label,domain,owner_surface,visible_surfaces,route_screen_component,source_file,reachable,duplicate,contradiction,hidden_compat,should_be_visible,should_be_on_demand,current_on_demand_status,notes
supportsPickup,supportsPickup,support/communication,shared/multi,app-client|shared,dsh/frontend/app-client/screens/HomeScreen.tsx | dsh/frontend/app-client/shared/store-builders.ts | dsh/frontend/shared/store-card-commercial-map.ts,dsh/frontend/app-client/screens/HomeScreen.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,3 refs across 3 files
surface-captain,surface captain,order/delivery,control-panel,control-panel,dsh/frontend/control-panel/dashboard/ControlPanelDshClosureDashboardScreen.tsx,dsh/frontend/control-panel/dashboard/ControlPanelDshClosureDashboardScreen.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
surface-client,surface client,other,control-panel,control-panel,dsh/frontend/control-panel/dashboard/ControlPanelDshClosureDashboardScreen.tsx,dsh/frontend/control-panel/dashboard/ControlPanelDshClosureDashboardScreen.tsx,TBD-static-refs,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
surface-field,surface field,other,control-panel,control-panel,dsh/frontend/control-panel/dashboard/ControlPanelDshClosureDashboardScreen.tsx,dsh/frontend/control-panel/dashboard/ControlPanelDshClosureDashboardScreen.tsx,TBD-static-refs,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
surface-partner,surface partner,other,control-panel,control-panel,dsh/frontend/control-panel/dashboard/ControlPanelDshClosureDashboardScreen.tsx,dsh/frontend/control-panel/dashboard/ControlPanelDshClosureDashboardScreen.tsx,TBD-static-refs,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
technical-issue,technical issue,support/communication,app-partner,app-partner,dsh/frontend/app-partner/screens/DshPartnerOrderRejectionScreen.tsx,dsh/frontend/app-partner/screens/DshPartnerOrderRejectionScreen.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
to-store,to store,other,app-captain,app-captain,dsh/frontend/app-captain/screens/DshCaptainMapScreen.tsx,dsh/frontend/app-captain/screens/DshCaptainMapScreen.tsx,TBD-static-refs,no,TBD,no,TBD,TBD,TBD,4 refs across 1 files
tracking-handoff,tracking handoff,order/delivery,control-panel,control-panel,dsh/frontend/control-panel/operations/operations.registry.ts | dsh/frontend/control-panel/operations/operations.types.ts,dsh/frontend/control-panel/operations/operations.registry.ts,TBD,yes,TBD,no,TBD,yes,TBD,2 refs across 2 files
vehicle_issue,vehicle_issue,support/communication,app-captain,app-captain,dsh/frontend/app-captain/sheets/OfferDeclineSheet.tsx,dsh/frontend/app-captain/sheets/OfferDeclineSheet.tsx,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
video-partner-food-promo,video partner food promo,field/onboarding,shared,shared,dsh/frontend/shared/video.preview-store.ts,dsh/frontend/shared/video.preview-store.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
wallet_refund_visible,wallet_refund_visible,finance,app-client,app-client,dsh/frontend/app-client/DshClientSurface.tsx | dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts | dsh/frontend/app-client/data/client-state.preview-data.ts | dsh/frontend/app-client/screens/OrdersTrackingScreens.tsx,dsh/frontend/app-client/DshClientSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,8 refs across 4 files
wani_store,wani_store,other,app-client,app-client,dsh/frontend/app-client/data/categories.preview-data.ts | dsh/frontend/app-client/data/home.preview-data.ts,dsh/frontend/app-client/data/categories.preview-data.ts,TBD,yes,TBD,no,TBD,TBD,TBD,2 refs across 2 files
wlt-dsh-captain-finance-bridge,wlt dsh captain finance bridge,finance,app-captain,app-captain,dsh/frontend/app-captain/dsh-captain.screen-registry.ts,dsh/frontend/app-captain/dsh-captain.screen-registry.ts,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
wlt-dsh-field-finance-bridge,wlt dsh field finance bridge,finance,app-field,app-field,dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.screen-registry.ts,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
wlt-dsh-partner-wallet-bridge,wlt dsh partner wallet bridge,finance,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.screen-registry.ts,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
wlt_partner_finance_overview,wlt_partner_finance_overview,finance,wlt-finance,wlt-finance,wlt/frontend/app-partner/PartnerWalletHubSheet.tsx,wlt/frontend/app-partner/PartnerWalletHubSheet.tsx,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
wlt_partner_ledger_get,wlt_partner_ledger_get,other,wlt-finance,wlt-finance,wlt/frontend/app-partner/PartnerWalletHubSheet.tsx,wlt/frontend/app-partner/PartnerWalletHubSheet.tsx,TBD,no,TBD,no,TBD,TBD,TBD,2 refs across 1 files
wlt_partner_settlements_list,wlt_partner_settlements_list,finance,wlt-finance,wlt-finance,wlt/frontend/app-partner/PartnerWalletHubSheet.tsx,wlt/frontend/app-partner/PartnerWalletHubSheet.tsx,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
