flowId,label,domain,owner_surface,visible_surfaces,route_screen_component,source_file,reachable,duplicate,contradiction,hidden_compat,should_be_visible,should_be_on_demand,current_on_demand_status,notes
dsh-field,dsh field,other,dsh-docs,dsh-docs,dsh/docs/archive/dsh-field-final-classification.csv,dsh/docs/archive/dsh-field-final-classification.csv,TBD,no,TBD,no,TBD,TBD,TBD,20 refs across 1 files
dsh-field-account,dsh field account,other,app-field,app-field,dsh/frontend/app-field/dsh-field.routes.ts | dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,6 refs across 2 files
dsh-field-finance,dsh field finance,finance,app-field,app-field,dsh/frontend/app-field/dsh-field.routes.ts | dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.routes.ts,TBD,yes,TBD,no,TBD,yes,TBD,4 refs across 2 files
dsh-field-history,dsh field history,other,app-field,app-field,dsh/frontend/app-field/dsh-field.routes.ts | dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,3 refs across 2 files
dsh-field-onboarding,dsh field onboarding,other,app-field,app-field,dsh/frontend/app-field/dsh-field.routes.ts | dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,4 refs across 2 files
dsh-field-profile,dsh field profile,other,app-field,app-field,dsh/frontend/app-field/dsh-field.routes.ts | dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,3 refs across 2 files
dsh-field-readiness-escalation,dsh field readiness escalation,other,app-field,app-field,dsh/frontend/app-field/dsh-field.routes.ts | dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,3 refs across 2 files
dsh-field-stores,dsh field stores,other,app-field,app-field,dsh/frontend/app-field/dsh-field.routes.ts | dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,7 refs across 2 files
dsh-field-visit,dsh field visit,other,app-field,app-field,dsh/frontend/app-field/dsh-field.routes.ts | dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,3 refs across 2 files
dsh-order-active,dsh order active,order/delivery,app-client,app-client,dsh/frontend/app-client/screens/OrdersTrackingScreens.tsx,dsh/frontend/app-client/screens/OrdersTrackingScreens.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
dsh-order-issue-workspace,dsh order issue workspace,support/communication,app-client,app-client,dsh/frontend/app-client/dsh-client.routes.ts | dsh/frontend/app-client/dsh-client.screen-registry.ts,dsh/frontend/app-client/dsh-client.routes.ts,TBD,yes,TBD,no,TBD,yes,TBD,3 refs across 2 files
dsh-order-rating,dsh order rating,order/delivery,app-client,app-client,dsh/frontend/app-client/dsh-client.routes.ts | dsh/frontend/app-client/dsh-client.screen-registry.ts,dsh/frontend/app-client/dsh-client.routes.ts,TBD,yes,TBD,no,TBD,yes,TBD,3 refs across 2 files
dsh-orders,dsh orders,order/delivery,app-client,app-client,dsh/frontend/app-client/dsh-client.routes.ts | dsh/frontend/app-client/dsh-client.screen-registry.ts,dsh/frontend/app-client/dsh-client.routes.ts,TBD,yes,TBD,no,TBD,yes,TBD,8 refs across 2 files
dsh-partner,dsh partner,other,dsh-docs,dsh-docs,dsh/docs/archive/dsh-partner-final-classification.csv,dsh/docs/archive/dsh-partner-final-classification.csv,TBD,no,TBD,no,TBD,TBD,TBD,23 refs across 1 files
dsh-partner-entry,dsh partner entry,other,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.routes.ts | dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,3 refs across 2 files
dsh-partner-home,dsh partner home,other,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.routes.ts | dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,14 refs across 2 files
dsh-partner-inventory,dsh partner inventory,catalog/inventory,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.routes.ts | dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.routes.ts,TBD,yes,TBD,no,TBD,yes,TBD,3 refs across 2 files
dsh-partner-notifications,dsh partner notifications,other,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.routes.ts | dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,3 refs across 2 files
dsh-partner-operations,dsh partner operations,other,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.routes.ts | dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,3 refs across 2 files
dsh-partner-order-issue,dsh partner order issue,support/communication,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.routes.ts | dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.routes.ts,TBD,yes,TBD,no,TBD,yes,TBD,3 refs across 2 files
dsh-partner-order-rejection,dsh partner order rejection,support/communication,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.routes.ts | dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.routes.ts,TBD,yes,TBD,yes,no,yes,TBD,3 refs across 2 files
dsh-partner-orders,dsh partner orders,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.routes.ts | dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.routes.ts,TBD,yes,TBD,no,TBD,yes,TBD,7 refs across 2 files
dsh-partner-promotions,dsh partner promotions,other,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.routes.ts | dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,3 refs across 2 files
dsh-partner-settings,dsh partner settings,other,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.routes.ts | dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,3 refs across 2 files
dsh-partner-store-profile,dsh partner store profile,other,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.routes.ts | dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,3 refs across 2 files
dsh-partner-support,dsh partner support,support/communication,app-partner,app-partner,dsh/frontend/app-partner/dsh-partner.routes.ts | dsh/frontend/app-partner/dsh-partner.screen-registry.ts,dsh/frontend/app-partner/dsh-partner.routes.ts,TBD,yes,TBD,no,TBD,yes,TBD,3 refs across 2 files
dsh-store,dsh store,other,app-client,app-client,dsh/frontend/app-client/dsh-client.routes.ts | dsh/frontend/app-client/dsh-client.screen-registry.ts,dsh/frontend/app-client/dsh-client.routes.ts,TBD,yes,TBD,no,TBD,TBD,TBD,5 refs across 2 files
dsh-store-items,dsh store items,catalog/inventory,app-client,app-client,dsh/frontend/app-client/dsh-client.routes.ts | dsh/frontend/app-client/dsh-client.screen-registry.ts,dsh/frontend/app-client/dsh-client.routes.ts,TBD,yes,TBD,no,TBD,yes,TBD,3 refs across 2 files
dsh-wallet,dsh wallet,finance,app-client,app-client,dsh/frontend/app-client/dsh-client.routes.ts | dsh/frontend/app-client/dsh-client.screen-registry.ts,dsh/frontend/app-client/dsh-client.routes.ts,TBD,yes,TBD,no,TBD,yes,TBD,3 refs across 2 files
dsh_bth_wallet_account,dsh_bth_wallet_account,finance,wlt-finance,wlt-finance,wlt/frontend/app-client/dsh/wlt-dsh-client.adapter.ts,wlt/frontend/app-client/dsh/wlt-dsh-client.adapter.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
dsh_bth_wallet_balance,dsh_bth_wallet_balance,finance,wlt-finance,wlt-finance,wlt/frontend/app-client/dsh/wlt-dsh-client.adapter.ts,wlt/frontend/app-client/dsh/wlt-dsh-client.adapter.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
dsh_captain_execution_workspace,dsh_captain_execution_workspace,order/delivery,app-captain,app-captain,dsh/frontend/app-captain/data/fixture-locations.ts,dsh/frontend/app-captain/data/fixture-locations.ts,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
dsh_captain_offers_list,dsh_captain_offers_list,order/delivery,app-captain,app-captain,dsh/frontend/app-captain/data/fixture-locations.ts,dsh/frontend/app-captain/data/fixture-locations.ts,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
dsh_captain_proof_capture,dsh_captain_proof_capture,order/delivery,app-captain,app-captain,dsh/frontend/app-captain/data/fixture-locations.ts,dsh/frontend/app-captain/data/fixture-locations.ts,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
dsh_ops_order_detail_exception_workspace,dsh_ops_order_detail_exception_workspace,order/delivery,control-panel,control-panel,dsh/frontend/control-panel/fixture-locations.ts,dsh/frontend/control-panel/fixture-locations.ts,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
dsh_ops_orders_board,dsh_ops_orders_board,order/delivery,control-panel,control-panel,dsh/frontend/control-panel/fixture-locations.ts,dsh/frontend/control-panel/fixture-locations.ts,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
enroute_to_pickup,enroute_to_pickup,order/delivery,shared/multi,app-captain|app-client|shared,dsh/frontend/app-captain/screens/DshCaptainMapScreen.tsx | dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts | dsh/frontend/app-client/screens/OrdersTrackingScreens.tsx | dsh/frontend/shared/dsh-order-journey.model.ts,dsh/frontend/app-captain/screens/DshCaptainMapScreen.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,5 refs across 4 files
expanded-wallet,expanded wallet,finance,wlt-finance,wlt-finance,wlt/frontend/app-partner/dsh/wlt-dsh-partner.parts.tsx,wlt/frontend/app-partner/dsh/wlt-dsh-partner.parts.tsx,TBD,no,TBD,no,TBD,yes,TBD,3 refs across 1 files
external-order-create,external order create,order/delivery,app-client,app-client,dsh/frontend/app-client/screens/OperationScreens.tsx,dsh/frontend/app-client/screens/OperationScreens.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,5 refs across 1 files
field-commission,field commission,finance,wlt-finance,wlt-finance,wlt/frontend/app-field/dsh/wlt-dsh-field.adapter.ts | wlt/frontend/app-partner/dsh/wlt-dsh-partner.adapter.ts | wlt/frontend/control-panel/finance/WltDshFinanceControlPanelPreview.tsx | wlt/frontend/shared/finance/dshFinancePreview.ts,wlt/frontend/app-field/dsh/wlt-dsh-field.adapter.ts,TBD,yes,TBD,no,TBD,yes,TBD,7 refs across 4 files
field-commission-pending,field commission pending,finance,wlt-finance,wlt-finance,wlt/frontend/app-field/dsh/wlt-dsh-field.adapter.ts | wlt/frontend/app-partner/dsh/wlt-dsh-partner.adapter.ts | wlt/frontend/control-panel/finance/WltDshFinanceControlPanelPreview.tsx | wlt/frontend/shared/finance/dshFinancePreview.ts,wlt/frontend/app-field/dsh/wlt-dsh-field.adapter.ts,TBD,yes,TBD,no,TBD,yes,TBD,7 refs across 4 files
field-commission-rejected,field commission rejected,finance,wlt-finance,wlt-finance,wlt/frontend/app-field/dsh/wlt-dsh-field.adapter.ts | wlt/frontend/app-partner/dsh/wlt-dsh-partner.adapter.ts | wlt/frontend/control-panel/finance/WltDshFinanceControlPanelPreview.tsx | wlt/frontend/shared/finance/dshFinancePreview.ts,wlt/frontend/app-field/dsh/wlt-dsh-field.adapter.ts,TBD,yes,TBD,no,TBD,yes,TBD,7 refs across 4 files
field-intake,field intake,field/onboarding,control-panel,control-panel,dsh/frontend/control-panel/catalogs/ControlPanelDshCatalogScreen.tsx,dsh/frontend/control-panel/catalogs/ControlPanelDshCatalogScreen.tsx,TBD-static-refs,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
fieldBorder,fieldBorder,order/delivery,ui-kit,ui-kit,ui-kit/src/foundation.ts,ui-kit/src/foundation.ts,TBD,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
field_dsh_finance_overview_view,field_dsh_finance_overview_view,finance,app-field,app-field,dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.screen-registry.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
field_dsh_store_onboarding_view,field_dsh_store_onboarding_view,other,app-field,app-field,dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.screen-registry.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
field_dsh_store_readiness_escalation_view,field_dsh_store_readiness_escalation_view,other,app-field,app-field,dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.screen-registry.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
field_dsh_store_visit_view,field_dsh_store_visit_view,other,app-field,app-field,dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.screen-registry.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
field_dsh_stores_history_view,field_dsh_stores_history_view,other,app-field,app-field,dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.screen-registry.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
field_dsh_stores_list_view,field_dsh_stores_list_view,other,app-field,app-field,dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.screen-registry.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
field_wlt_dsh_finance_bridge_view,field_wlt_dsh_finance_bridge_view,finance,app-field,app-field,dsh/frontend/app-field/dsh-field.screen-registry.ts,dsh/frontend/app-field/dsh-field.screen-registry.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
fixed_per_delivery,fixed_per_delivery,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts | dsh/frontend/app-partner/screens/DshPartnerStoreCourierScreen.tsx,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,2 refs across 2 files
free-delivery,free delivery,order/delivery,shared/multi,app-partner|control-panel|shared,dsh/frontend/app-partner/screens/PromotionsScreen.tsx | dsh/frontend/control-panel/marketing/GrowthCommandDeckScreen.tsx | dsh/frontend/control-panel/marketing/PartnerOffersCommandDeckScreen.tsx | dsh/frontend/shared/commercial.preview-contract.ts | dsh/frontend/shared/loyalty.preview-store.ts | ...,dsh/frontend/app-partner/screens/PromotionsScreen.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,14 refs across 7 files
free_delivery,free_delivery,order/delivery,app-partner,app-partner,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts | dsh/frontend/app-partner/screens/DshPartnerStoreCourierScreen.tsx,dsh/frontend/app-partner/contracts/dsh-partner-binding.contracts.ts,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,4 refs across 2 files
gas-refill-order-create,gas refill order create,order/delivery,app-client,app-client,dsh/frontend/app-client/screens/OperationScreens.tsx,dsh/frontend/app-client/screens/OperationScreens.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,5 refs across 1 files
home-recent-order-1,home recent order 1,order/delivery,app-client,app-client,dsh/frontend/app-client/DshClientSurface.tsx,dsh/frontend/app-client/DshClientSurface.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
home-recent-order-2,home recent order 2,order/delivery,app-client,app-client,dsh/frontend/app-client/DshClientSurface.tsx,dsh/frontend/app-client/DshClientSurface.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
item-hidden-catalog,item hidden catalog,catalog/inventory,app-client,app-client,dsh/frontend/app-client/data/items.preview-data.ts,dsh/frontend/app-client/data/items.preview-data.ts,TBD,no,TBD,yes,no,yes,TBD,1 refs across 1 files
item-hidden-partner,item hidden partner,other,app-client,app-client,dsh/frontend/app-client/data/items.preview-data.ts,dsh/frontend/app-client/data/items.preview-data.ts,TBD,no,TBD,yes,no,TBD,TBD,1 refs across 1 files
item-visible-client,item visible client,other,app-client,app-client,dsh/frontend/app-client/data/items.preview-data.ts,dsh/frontend/app-client/data/items.preview-data.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
journey-captain-pickup,journey captain pickup,order/delivery,control-panel,control-panel,dsh/frontend/control-panel/shared/journeyFixtures.ts,dsh/frontend/control-panel/shared/journeyFixtures.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
journey-delivery-tracking,journey delivery tracking,order/delivery,control-panel,control-panel,dsh/frontend/control-panel/shared/journeyFixtures.ts,dsh/frontend/control-panel/shared/journeyFixtures.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
journey-field-visit,journey field visit,other,control-panel,control-panel,dsh/frontend/control-panel/shared/journeyFixtures.ts,dsh/frontend/control-panel/shared/journeyFixtures.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
journey-partner-prep,journey partner prep,other,control-panel,control-panel,dsh/frontend/control-panel/shared/journeyFixtures.ts,dsh/frontend/control-panel/shared/journeyFixtures.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
lane-catalog,lane catalog,catalog/inventory,shared,shared,dsh/frontend/shared/workflow.ts,dsh/frontend/shared/workflow.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
lane-field,lane field,other,shared,shared,dsh/frontend/shared/workflow.ts,dsh/frontend/shared/workflow.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
lane-partner,lane partner,other,shared,shared,dsh/frontend/shared/workflow.ts,dsh/frontend/shared/workflow.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
lane-partner-review,lane partner review,other,control-panel,control-panel,dsh/frontend/control-panel/partners/workflow.ts,dsh/frontend/control-panel/partners/workflow.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
live-orders,live orders,order/delivery,control-panel,control-panel,dsh/frontend/control-panel/operations/OperationsHubScreen.tsx | dsh/frontend/control-panel/operations/operations.registry.ts | dsh/frontend/control-panel/operations/operations.types.ts,dsh/frontend/control-panel/operations/OperationsHubScreen.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,12 refs across 3 files
logistics-store,logistics store,other,app-client,app-client,dsh/frontend/app-client/data/home.preview-data.ts,dsh/frontend/app-client/data/home.preview-data.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
loyalty-points-client-balance,loyalty points client balance,other,app-client,app-client,dsh/frontend/app-client/DshClientSurface.tsx | dsh/frontend/app-client/data/loyalty-commercial.preview-data.ts | dsh/frontend/app-client/screens/OperationScreens.tsx,dsh/frontend/app-client/DshClientSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,TBD,TBD,6 refs across 3 files
loyalty-points-client-history,loyalty points client history,other,app-client,app-client,dsh/frontend/app-client/data/loyalty-commercial.preview-data.ts | dsh/frontend/app-client/screens/OperationScreens.tsx,dsh/frontend/app-client/data/loyalty-commercial.preview-data.ts,TBD-static-refs,yes,TBD,no,TBD,TBD,TBD,5 refs across 2 files
manual-order,manual order,order/delivery,shared/multi,app-client|control-panel,dsh/frontend/app-client/DshClientSurface.tsx | dsh/frontend/app-client/data/categories.preview-data.ts | dsh/frontend/app-client/screens/HomeScreen.tsx | dsh/frontend/control-panel/catalogs/ControlPanelDshCatalogScreen.tsx | dsh/frontend/control-panel/catalogs/catalog.ts,dsh/frontend/app-client/DshClientSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,18 refs across 5 files
marketing-handoff,marketing handoff,order/delivery,control-panel,control-panel,dsh/frontend/control-panel/partners/PartnerManagementScreens.tsx,dsh/frontend/control-panel/partners/PartnerManagementScreens.tsx,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
marketing-rejected,marketing rejected,support/communication,shared/multi,app-partner|control-panel|shared,dsh/frontend/app-partner/screens/PartnerHubScreen.tsx | dsh/frontend/control-panel/partners/DshPartnerPromotionEligibilityScreen.tsx | dsh/frontend/shared/workflow.ts,dsh/frontend/app-partner/screens/PartnerHubScreen.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,5 refs across 3 files
marketing-store,marketing store,other,app-client,app-client,dsh/frontend/app-client/data/home.preview-data.ts,dsh/frontend/app-client/data/home.preview-data.ts,TBD,no,TBD,no,TBD,TBD,TBD,2 refs across 1 files
metric-live-catalog,metric live catalog,catalog/inventory,shared,shared,dsh/frontend/shared/workflow.ts,dsh/frontend/shared/workflow.ts,TBD,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
metric-partner-pending,metric partner pending,other,shared,shared,dsh/frontend/shared/workflow.ts,dsh/frontend/shared/workflow.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
metric-partner-review,metric partner review,other,control-panel,control-panel,dsh/frontend/control-panel/partners/workflow.ts,dsh/frontend/control-panel/partners/workflow.ts,TBD,no,TBD,no,TBD,TBD,TBD,1 refs across 1 files
my-orders,my orders,order/delivery,app-captain,app-captain,dsh/frontend/app-captain/DshCaptainSurface.tsx,dsh/frontend/app-captain/DshCaptainSurface.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
next-order,next order,order/delivery,app-captain,app-captain,dsh/frontend/app-captain/data/captain-orders.preview-data.ts | dsh/frontend/app-captain/screens/DshCaptainOrdersScreen.tsx,dsh/frontend/app-captain/data/captain-orders.preview-data.ts,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,2 refs across 2 files
not-in-catalog,not in catalog,catalog/inventory,app-partner,app-partner,dsh/frontend/app-partner/screens/InventoryCatalogScreen.tsx,dsh/frontend/app-partner/screens/InventoryCatalogScreen.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,5 refs across 1 files
offer-reject,offer reject,support/communication,app-captain,app-captain,dsh/frontend/app-captain/data/captain-orders.preview-data.ts | dsh/frontend/app-captain/screens/DshCaptainOrdersScreen.tsx,dsh/frontend/app-captain/data/captain-orders.preview-data.ts,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,2 refs across 2 files
official-wallets,official wallets,finance,shared/multi,app-client|wlt-finance,dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts | dsh/frontend/app-client/screens/CartScreen.tsx | wlt/frontend/shared/finance/dshFinancePreview.ts,dsh/frontend/app-client/contracts/dsh-client-binding.contracts.ts,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,19 refs across 3 files
onOpenNextOrder,onOpenNextOrder,order/delivery,app-captain,app-captain,dsh/frontend/app-captain/screens/DshCaptainOrdersScreen.tsx,dsh/frontend/app-captain/screens/DshCaptainOrdersScreen.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
onOpenOrder,onOpenOrder,order/delivery,app-captain,app-captain,dsh/frontend/app-captain/screens/DshCaptainOrdersScreen.tsx,dsh/frontend/app-captain/screens/DshCaptainOrdersScreen.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
open-issues,open issues,support/communication,app-partner,app-partner,dsh/frontend/app-partner/screens/PartnerSupportScreen.tsx,dsh/frontend/app-partner/screens/PartnerSupportScreen.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,1 refs across 1 files
order-cancel,order cancel,support/communication,app-client,app-client,dsh/frontend/app-client/screens/OperationScreens.tsx,dsh/frontend/app-client/screens/OperationScreens.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,3 refs across 1 files
order-chat-read-ack,order chat read ack,support/communication,app-partner,app-partner,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/app-partner/parts/PartnerOrderConversationPanel.tsx,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,6 refs across 3 files
order-chat-send,order chat send,support/communication,app-partner,app-partner,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/app-partner/parts/PartnerOrderConversationPanel.tsx | dsh/frontend/app-partner/parts/PartnerOrderIssuePanel.tsx | dsh/frontend/app-partner/screens/PartnerSupportScreen.tsx,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,8 refs across 5 files
order-delivery,order delivery,order/delivery,app-client,app-client,dsh/frontend/app-client/screens/OperationScreens.tsx,dsh/frontend/app-client/screens/OperationScreens.tsx,TBD-static-refs,no,TBD,no,TBD,yes,TBD,2 refs across 1 files
order-handoff,order handoff,order/delivery,shared/multi,app-partner|shared,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/app-partner/parts/PartnerOrderActionPanel.tsx | dsh/frontend/app-partner/parts/PartnerOrderIssuePanel.tsx | dsh/frontend/app-partner/screens/OperationScreens.tsx | ...,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,20 refs across 7 files
order-intake,order intake,field/onboarding,shared,shared,dsh/frontend/shared/dshCrossSurfaceClosureMap.ts,dsh/frontend/shared/dshCrossSurfaceClosureMap.ts,TBD,no,TBD,no,TBD,TBD,TBD,2 refs across 1 files
order-issue-flag,order issue flag,support/communication,app-client,app-client,dsh/frontend/app-client/DshClientSurface.tsx | dsh/frontend/app-client/screens/OperationScreens.tsx,dsh/frontend/app-client/DshClientSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,4 refs across 2 files
order-issue-queue,order issue queue,support/communication,shared/multi,app-partner|shared,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/app-partner/parts/PartnerOrderIssuePanel.tsx | dsh/frontend/app-partner/screens/OperationScreens.tsx | dsh/frontend/app-partner/screens/PartnerHubScreen.tsx | ...,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,23 refs across 7 files
order-issue-required,order issue required,support/communication,app-partner,app-partner,dsh/frontend/app-partner/DshPartnerSurface.tsx | dsh/frontend/app-partner/dsh-partner.types.ts | dsh/frontend/app-partner/screens/PartnerSupportScreen.tsx,dsh/frontend/app-partner/DshPartnerSurface.tsx,TBD-static-refs,yes,TBD,no,TBD,yes,TBD,6 refs across 3 files
