"Surface","ScreenName","UiNodeType","RelativePath","FileName","Extension","OperationCount","Operations","HasUiKitRef","HasLegacyPreview","Decision"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_cart_init.tsx","auto_dsh_cart_init.tsx",".tsx","1","dsh_cart_init","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_cart_item_add.tsx","auto_dsh_cart_item_add.tsx",".tsx","2","dsh_cart_item_add; dsh_cart_items","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_cart_item_remove.tsx","auto_dsh_cart_item_remove.tsx",".tsx","2","dsh_cart_item_remove; dsh_cart_items","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_cart_item_update.tsx","auto_dsh_cart_item_update.tsx",".tsx","2","dsh_cart_item_update; dsh_cart_items","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_categories_list.tsx","auto_dsh_categories_list.tsx",".tsx","3","dsh_categories_list; dsh_category_icons; dsh_experimental_categories_reference","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_category_get.tsx","auto_dsh_category_get.tsx",".tsx","1","dsh_category_get","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_chat_read_ack.tsx","auto_dsh_chat_read_ack.tsx",".tsx","2","dsh_chat_read_ack; dsh_orders","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_chat_send.tsx","auto_dsh_chat_send.tsx",".tsx","2","dsh_chat_send; dsh_orders","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_checkout_gate.tsx","auto_dsh_checkout_gate.tsx",".tsx","1","dsh_checkout_gate","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_attempt_create.tsx","auto_dsh_delivery_attempt_create.tsx",".tsx","2","dsh_deliveries; dsh_delivery_attempt_create","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_attempts_list.tsx","auto_dsh_delivery_attempts_list.tsx",".tsx","1","dsh_delivery_attempts_list","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_close.tsx","auto_dsh_delivery_close.tsx",".tsx","1","dsh_delivery_close","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_eta_get.tsx","auto_dsh_delivery_eta_get.tsx",".tsx","2","dsh_deliveries; dsh_delivery_eta_get","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_get.tsx","auto_dsh_delivery_get.tsx",".tsx","1","dsh_delivery_get","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_reassign.tsx","auto_dsh_delivery_reassign.tsx",".tsx","3","dsh_deliveries; dsh_delivery_reassign; dsh_delivery_reassign_request","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_track_get.tsx","auto_dsh_delivery_track_get.tsx",".tsx","2","dsh_deliveries; dsh_delivery_track_get","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_entitlements_get.tsx","auto_dsh_entitlements_get.tsx",".tsx","2","dsh_entitlements; dsh_entitlements_get","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_estimate_create.tsx","auto_dsh_estimate_create.tsx",".tsx","2","dsh_estimate_create; dsh_estimates","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_estimate_get.tsx","auto_dsh_estimate_get.tsx",".tsx","2","dsh_estimate_get; dsh_estimates","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_external_order_create.tsx","auto_dsh_external_order_create.tsx",".tsx","1","dsh_external_order_create","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_favorite_toggle.tsx","auto_dsh_favorite_toggle.tsx",".tsx","1","dsh_favorite_toggle","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_favorites_list.tsx","auto_dsh_favorites_list.tsx",".tsx","1","dsh_favorites_list","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_gas_refill_order_create.tsx","auto_dsh_gas_refill_order_create.tsx",".tsx","1","dsh_gas_refill_order_create","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_home_get.tsx","auto_dsh_home_get.tsx",".tsx","8","dsh_banner_; dsh_banner_002; dsh_category_icons; dsh_home_below_hero; dsh_home_get; dsh_home_video_icon; dsh_shorts_placement; dsh_store_","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_listing_status_update.tsx","auto_dsh_listing_status_update.tsx",".tsx","2","dsh_listing_status_update; dsh_listings","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_loyalty_points_redeem.tsx","auto_dsh_loyalty_points_redeem.tsx",".tsx","1","dsh_loyalty_points_redeem","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_loyalty_points_user_balance.tsx","auto_dsh_loyalty_points_user_balance.tsx",".tsx","2","dsh_loyalty_points_user; dsh_loyalty_points_user_balance","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_loyalty_points_user_history.tsx","auto_dsh_loyalty_points_user_history.tsx",".tsx","2","dsh_loyalty_points_user; dsh_loyalty_points_user_history","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_accept.tsx","auto_dsh_order_accept.tsx",".tsx","2","dsh_order_accept; dsh_orders","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_cancel.tsx","auto_dsh_order_cancel.tsx",".tsx","1","dsh_order_cancel","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_complete.tsx","auto_dsh_order_complete.tsx",".tsx","2","dsh_order_complete; dsh_orders","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_create.tsx","auto_dsh_order_create.tsx",".tsx","3","dsh_execution_roadmap_checklist; dsh_order_create; dsh_orders","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_escrow_hold.tsx","auto_dsh_order_escrow_hold.tsx",".tsx","2","dsh_order_escrow_hold; dsh_orders","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_escrow_release.tsx","auto_dsh_order_escrow_release.tsx",".tsx","2","dsh_order_escrow_release; dsh_orders","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_get.tsx","auto_dsh_order_get.tsx",".tsx","1","dsh_order_get","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_issue_flag.tsx","auto_dsh_order_issue_flag.tsx",".tsx","2","dsh_order_issue_flag; dsh_orders","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_proof_code_generate.tsx","auto_dsh_order_proof_code_generate.tsx",".tsx","2","dsh_order_proof_code_generate; dsh_orders","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_proof_verify.tsx","auto_dsh_order_proof_verify.tsx",".tsx","2","dsh_order_proof_verify; dsh_orders","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_rate.tsx","auto_dsh_order_rate.tsx",".tsx","2","dsh_order_rate; dsh_orders","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_receipt_get.tsx","auto_dsh_order_receipt_get.tsx",".tsx","2","dsh_order_receipt_get; dsh_orders","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_status_get.tsx","auto_dsh_order_status_get.tsx",".tsx","1","dsh_order_status_get","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_status_update.tsx","auto_dsh_order_status_update.tsx",".tsx","2","dsh_order_status_update; dsh_orders","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_orders_list.tsx","auto_dsh_orders_list.tsx",".tsx","3","dsh_filter_key_to_mode_id; dsh_orders; dsh_orders_list","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_pricing_preview.tsx","auto_dsh_pricing_preview.tsx",".tsx","2","dsh_cart; dsh_pricing_preview","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_pricing_snapshot_get.tsx","auto_dsh_pricing_snapshot_get.tsx",".tsx","2","dsh_pricing_snapshot_get; dsh_pricing_snapshots","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_promo_apply.tsx","auto_dsh_promo_apply.tsx",".tsx","1","dsh_promo_apply","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_proxy_request_approve.tsx","auto_dsh_proxy_request_approve.tsx",".tsx","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_proxy_request_review.tsx","auto_dsh_proxy_request_review.tsx",".tsx","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_proxy_request_tracking.tsx","auto_dsh_proxy_request_tracking.tsx",".tsx","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_review_create.tsx","auto_dsh_review_create.tsx",".tsx","2","dsh_review_create; dsh_reviews","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_reviews_list.tsx","auto_dsh_reviews_list.tsx",".tsx","1","dsh_reviews_list","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_search.tsx","auto_dsh_search.tsx",".tsx","1","dsh_search","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_service_modes_resolve.tsx","auto_dsh_service_modes_resolve.tsx",".tsx","3","dsh_partner_agreement_and_checkout_spec; dsh_service_modes_resolve; dsh_stores","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_shein_info.tsx","auto_dsh_shein_info.tsx",".tsx","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_store_get.tsx","auto_dsh_store_get.tsx",".tsx","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_store_items_list.tsx","auto_dsh_store_items_list.tsx",".tsx","3","dsh_store; dsh_store_items_list; dsh_store_products","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_stores_list.tsx","auto_dsh_stores_list.tsx",".tsx","1","dsh_stores_list","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_subscription_family_get.tsx","auto_dsh_subscription_family_get.tsx",".tsx","2","dsh_subscription_family_get; dsh_subscriptions_family","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_subscription_family_members_get.tsx","auto_dsh_subscription_family_members_get.tsx",".tsx","2","dsh_subscription_family_members_get; dsh_subscriptions_family","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_subscription_family_members_post.tsx","auto_dsh_subscription_family_members_post.tsx",".tsx","2","dsh_subscription_family_members_post; dsh_subscriptions_family","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_subscription_pro_catalog.tsx","auto_dsh_subscription_pro_catalog.tsx",".tsx","3","dsh_subscription_categories_get; dsh_subscriptions_bundles; dsh_subscriptions_categories","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_subscription_sync.tsx","auto_dsh_subscription_sync.tsx",".tsx","2","dsh_subscription_sync; dsh_subscriptions_sync","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_subscription_tier_get.tsx","auto_dsh_subscription_tier_get.tsx",".tsx","2","dsh_subscription_tier_get; dsh_subscriptions","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_subscription_upgrade_post.tsx","auto_dsh_subscription_upgrade_post.tsx",".tsx","2","dsh_subscription_upgrade_post; dsh_subscriptions_upgrade","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_zone_set.tsx","auto_dsh_zone_set.tsx",".tsx","1","dsh_zone_set","True","False","KEEP_REBUILD_CLEAN"
"unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\CategoryClockDial.tsx","CategoryClockDial.tsx",".tsx","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\app-client\mobile\UltimateBannerCarousel.tsx","UltimateBannerCarousel.tsx",".tsx","0","","True","False","REFERENCE_ONLY"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\components\ArrivalBellCaptainBlock.tsx","ArrivalBellCaptainBlock.tsx",".tsx","2","dsh_arrival_bell_spec; dsh_orders","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\components\ArrivalBellCustomerBlock.tsx","ArrivalBellCustomerBlock.tsx",".tsx","2","dsh_arrival_bell_spec; dsh_orders","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\components\DshStoreItemsList.tsx","DshStoreItemsList.tsx",".tsx","0","","True","False","REFERENCE_ONLY"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\components\StoreCardPremium.tsx","StoreCardPremium.tsx",".tsx","0","","True","False","REFERENCE_ONLY"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshBannersList.tsx","DshBannersList.tsx",".tsx","2","dsh_banners; dsh_home_banners_list","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCartPrice.tsx","DshCartPrice.tsx",".tsx","1","dsh_cart_price","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCategoriesList.tsx","DshCategoriesList.tsx",".tsx","1","dsh_categories_list","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCategoryDetail.tsx","DshCategoryDetail.tsx",".tsx","1","dsh_category_get","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCheckoutPaymentMethodSelect.tsx","DshCheckoutPaymentMethodSelect.tsx",".tsx","1","dsh_checkout_payment_method_select","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCustomerPreferencesDetail.tsx","DshCustomerPreferencesDetail.tsx",".tsx","1","dsh_customer_preferences_get","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCustomerProfileDetail.tsx","DshCustomerProfileDetail.tsx",".tsx","1","dsh_customer_profile_get","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCustomerProfileUpdate.tsx","DshCustomerProfileUpdate.tsx",".tsx","1","dsh_customer_profile_update","True","False","MODIFY_MAJOR"
"unknown","StyleSheet","component","packages\surfaces\src\dsh\DshPartnerOrdersList.tsx","DshPartnerOrdersList.tsx",".tsx","1","dsh_partner_orders_list","True","False","MODIFY_MAJOR"
"unknown","subscriptionSync","component","packages\surfaces\src\dsh\fixtures\subscriptionSync.ts","subscriptionSync.ts",".ts","0","","False","False","REFERENCE_ONLY"
"unknown","types","component","packages\surfaces\src\dsh\types.ts","types.ts",".ts","11","dsh_cart_price; dsh_categories_list; dsh_category_get; dsh_checkout_payment_method_select; dsh_customer_addresses_list; dsh_customer_preferences_get; dsh_customer_profile_get; dsh_customer_profile_update; dsh_home_banners_list; dsh_partner_orders_list; dsh_store_items_list","False","False","MODIFY_MAJOR"
"unknown","useCaptainEarningsHistory","screen","packages\surfaces\src\dsh\hooks\useCaptainEarningsHistory.ts","useCaptainEarningsHistory.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useCaptainFinancialReports","screen","packages\surfaces\src\dsh\hooks\useCaptainFinancialReports.ts","useCaptainFinancialReports.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useCaptainOrderDetails","screen","packages\surfaces\src\dsh\hooks\useCaptainOrderDetails.ts","useCaptainOrderDetails.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useCaptainOrders","component","packages\surfaces\src\dsh\hooks\useCaptainOrders.ts","useCaptainOrders.ts",".ts","0","","True","False","REFERENCE_ONLY"
"unknown","useCaptainPayments","screen","packages\surfaces\src\dsh\hooks\useCaptainPayments.ts","useCaptainPayments.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useCaptainSettlements","screen","packages\surfaces\src\dsh\hooks\useCaptainSettlements.ts","useCaptainSettlements.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useCaptainTierInfo","screen","packages\surfaces\src\dsh\hooks\useCaptainTierInfo.ts","useCaptainTierInfo.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useCaptainWallet","screen","packages\surfaces\src\dsh\hooks\useCaptainWallet.ts","useCaptainWallet.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshCategoryGet","screen","packages\surfaces\src\dsh\hooks\useDshCategoryGet.ts","useDshCategoryGet.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshChatSend","screen","packages\surfaces\src\dsh\hooks\useDshChatSend.ts","useDshChatSend.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshCheckoutGate","screen","packages\surfaces\src\dsh\hooks\useDshCheckoutGate.ts","useDshCheckoutGate.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshFavoritesList","screen","packages\surfaces\src\dsh\hooks\useDshFavoritesList.ts","useDshFavoritesList.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshGasRefill","screen","packages\surfaces\src\dsh\hooks\useDshGasRefill.ts","useDshGasRefill.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshHome","screen","packages\surfaces\src\dsh\hooks\useDshHome.ts","useDshHome.ts",".ts","0","","False","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshOrderCancel","screen","packages\surfaces\src\dsh\hooks\useDshOrderCancel.ts","useDshOrderCancel.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshOrderGet","screen","packages\surfaces\src\dsh\hooks\useDshOrderGet.ts","useDshOrderGet.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshPartnerZoneSet","screen","packages\surfaces\src\dsh\hooks\useDshPartnerZoneSet.ts","useDshPartnerZoneSet.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshReviewsList","screen","packages\surfaces\src\dsh\hooks\useDshReviewsList.ts","useDshReviewsList.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshSearch","screen","packages\surfaces\src\dsh\hooks\useDshSearch.ts","useDshSearch.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshStoreGet","screen","packages\surfaces\src\dsh\hooks\useDshStoreGet.ts","useDshStoreGet.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshSubscriptionSync","screen","packages\surfaces\src\dsh\hooks\useDshSubscriptionSync.ts","useDshSubscriptionSync.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","useDshZoneSet","screen","packages\surfaces\src\dsh\hooks\useDshZoneSet.ts","useDshZoneSet.ts",".ts","0","","True","False","REVIEW_ORPHAN_SCREEN"
"unknown","WHAT_TO_ADD","component","packages\surfaces\src\dsh\WHAT_TO_ADD.md","WHAT_TO_ADD.md",".md","9","dsh_operations_screens_inventory; dsh_partner_app_analysis; dsh_partner_quick_reply_config_get; dsh_partner_quick_reply_post; dsh_partner_quick_reply_setup; dsh_partner_store_create; dsh_partner_store_service_modes_update; dsh_partner_subscription_upgrade_post; dsh_product_units_and_options_what_to_do","False","False","MODIFY_MAJOR"
"unknown","wrappers","component","packages\surfaces\src\dsh\wrappers.ts","wrappers.ts",".ts","11","dsh_captain_order_accept; dsh_captain_order_deliver; dsh_captain_order_get; dsh_captain_orders_list; dsh_external_order_get; dsh_order_get; dsh_orders_list; dsh_partner_order_accept; dsh_partner_order_get; dsh_partner_order_reject; dsh_partner_orders_list","False","False","MODIFY_MAJOR"
"unknown","zoneSet","component","packages\surfaces\src\dsh\fixtures\zoneSet.ts","zoneSet.ts",".ts","0","","False","False","REFERENCE_ONLY"

