"Operation","Surface","ScreenName","UiNodeType","RelativePath","Decision"
"dsh_arrival_bell_spec","unknown","StyleSheet","component","packages\surfaces\src\dsh\components\ArrivalBellCaptainBlock.tsx","MODIFY_MAJOR"
"dsh_arrival_bell_spec","unknown","StyleSheet","component","packages\surfaces\src\dsh\components\ArrivalBellCustomerBlock.tsx","MODIFY_MAJOR"
"dsh_auction_status_update","app-partner","StyleSheet","screen","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_auction_status_update.tsx","KEEP_REBUILD_CLEAN"
"dsh_auctions","app-partner","StyleSheet","screen","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_auction_status_update.tsx","KEEP_REBUILD_CLEAN"
"dsh_awnak_order_create","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_awnak_order_create.tsx","KEEP_REBUILD_CLEAN"
"dsh_bank_account_label","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_settlements.tsx","KEEP_REBUILD_CLEAN"
"dsh_banner_","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_home_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_banner_002","unknown","README","component","packages\surfaces\src\dsh\app-client\mobile\assets\banners\README.md","MODIFY_MAJOR"
"dsh_banner_002","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_home_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_banners","unknown","StyleSheet","component","packages\surfaces\src\dsh\DshBannersList.tsx","MODIFY_MAJOR"
"dsh_banners_to_media","unknown","README","component","packages\surfaces\src\dsh\app-client\mobile\assets\banners\README.md","MODIFY_MAJOR"
"dsh_bonus_daily","unknown","captainEarningsHistory","component","packages\surfaces\src\dsh\fixtures\captainEarningsHistory.ts","MODIFY_MAJOR"
"dsh_bonus_performance","unknown","captainEarningsHistory","component","packages\surfaces\src\dsh\fixtures\captainEarningsHistory.ts","MODIFY_MAJOR"
"dsh_bonus_performance","unknown","captainWallet","component","packages\surfaces\src\dsh\fixtures\captainWallet.ts","MODIFY_MAJOR"
"dsh_bonus_performance_january","unknown","captainPayments","component","packages\surfaces\src\dsh\fixtures\captainPayments.ts","MODIFY_MAJOR"
"dsh_booking_create","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_booking_create.tsx","KEEP_REBUILD_CLEAN"
"dsh_bookings","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_booking_create.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_chat_read_ack","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_chat_read_ack.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_chat_send","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_chat_send.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_cod_balance","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_cod_balance.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_delivery","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_wallet.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_job_reject","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_job_reject.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_jobs","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_proof_upload.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_jobs","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_job_reject.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_order_accept","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_orders_offers_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_order_accept","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_accept.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_order_accept","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_orders_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_order_accept","unknown","pattern_unification.test","component","packages\surfaces\src\dsh\__tests__\pattern_unification.test.ts","MODIFY_MAJOR"
"dsh_captain_order_accept","unknown","wrappers","component","packages\surfaces\src\dsh\wrappers.ts","MODIFY_MAJOR"
"dsh_captain_order_deliver","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_deliver.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_order_deliver","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_details.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_order_deliver","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_pickup.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_order_deliver","unknown","pattern_unification.test","component","packages\surfaces\src\dsh\__tests__\pattern_unification.test.ts","MODIFY_MAJOR"
"dsh_captain_order_deliver","unknown","wrappers","component","packages\surfaces\src\dsh\wrappers.ts","MODIFY_MAJOR"
"dsh_captain_order_details","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_details.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_order_details","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_orders_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_order_get","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_order_get","unknown","pattern_unification.test","component","packages\surfaces\src\dsh\__tests__\pattern_unification.test.ts","MODIFY_MAJOR"
"dsh_captain_order_get","unknown","wrappers","component","packages\surfaces\src\dsh\wrappers.ts","MODIFY_MAJOR"
"dsh_captain_order_pickup","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_pickup.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_order_pickup","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_details.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_order_pickup","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_accept.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_order_pickup","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_orders","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_details.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_orders","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_orders_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_orders","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_accept.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_orders","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_chat_read_ack.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_orders","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_deliver.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_orders","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_chat_send.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_orders_list","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_deliver.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_orders_list","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_orders_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_orders_list","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_order_accept.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_orders_list","unknown","pattern_unification.test","component","packages\surfaces\src\dsh\__tests__\pattern_unification.test.ts","MODIFY_MAJOR"
"dsh_captain_orders_list","unknown","wrappers","component","packages\surfaces\src\dsh\wrappers.ts","MODIFY_MAJOR"
"dsh_captain_orders_offers","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_orders_offers_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_orders_offers_list","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_orders_offers_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_profile","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_profile_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_profile_get","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_profile_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_proof_upload","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_proof_upload.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_ride","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_wallet.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_tier_evaluate","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_tier_evaluate.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_tier_evaluate","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_tier_info.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_tier_info","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_tier_evaluate.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_tier_info","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_tier_info.tsx","KEEP_REBUILD_CLEAN"
"dsh_captain_tier_info","unknown","captainTierInfo","component","packages\surfaces\src\dsh\fixtures\captainTierInfo.ts","MODIFY_MAJOR"
"dsh_captains","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_tier_info.tsx","KEEP_REBUILD_CLEAN"
"dsh_captains","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_dsh_captain_tier_evaluate.tsx","KEEP_REBUILD_CLEAN"
"dsh_cart","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_pricing_preview.tsx","KEEP_REBUILD_CLEAN"
"dsh_cart","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_cart_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_cart_get","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_cart_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_cart_init","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_cart_init.tsx","KEEP_REBUILD_CLEAN"
"dsh_cart_item_add","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_cart_item_add.tsx","KEEP_REBUILD_CLEAN"
"dsh_cart_item_remove","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_cart_item_remove.tsx","KEEP_REBUILD_CLEAN"
"dsh_cart_item_update","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_cart_item_update.tsx","KEEP_REBUILD_CLEAN"
"dsh_cart_items","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_cart_item_update.tsx","KEEP_REBUILD_CLEAN"
"dsh_cart_items","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_cart_item_add.tsx","KEEP_REBUILD_CLEAN"
"dsh_cart_items","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_cart_item_remove.tsx","KEEP_REBUILD_CLEAN"
"dsh_cart_price","unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCartPrice.tsx","MODIFY_MAJOR"
"dsh_cart_price","unknown","types","component","packages\surfaces\src\dsh\types.ts","MODIFY_MAJOR"
"dsh_catalog_and_mock_unified","unknown","dshCategoriesSeed","component","packages\surfaces\src\dsh\dshCategoriesSeed.ts","MODIFY_MAJOR"
"dsh_categories_list","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_categories_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_categories_list","unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCategoriesList.tsx","MODIFY_MAJOR"
"dsh_categories_list","unknown","types","component","packages\surfaces\src\dsh\types.ts","MODIFY_MAJOR"
"dsh_category_get","unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCategoryDetail.tsx","MODIFY_MAJOR"
"dsh_category_get","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_category_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_category_get","unknown","types","component","packages\surfaces\src\dsh\types.ts","MODIFY_MAJOR"
"dsh_category_icons","unknown","dshCategoriesSeed","component","packages\surfaces\src\dsh\dshCategoriesSeed.ts","MODIFY_MAJOR"
"dsh_category_icons","unknown","home","screen","packages\surfaces\src\dsh\fixtures\home.ts","MODIFY_MAJOR_UIKIT_ADOPTION"
"dsh_category_icons","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_categories_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_category_icons","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_home_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_category_icons_path","unknown","getDshCategoryIconUrl","component","packages\surfaces\src\dsh\getDshCategoryIconUrl.ts","MODIFY_MAJOR"
"dsh_category_icons_to_media","unknown","README","component","packages\surfaces\src\dsh\app-client\mobile\assets\categories\README.md","MODIFY_MAJOR"
"dsh_chat_read_ack","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_chat_read_ack.tsx","KEEP_REBUILD_CLEAN"
"dsh_chat_send","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_chat_send.tsx","KEEP_REBUILD_CLEAN"
"dsh_checkout_gate","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_checkout_gate.tsx","KEEP_REBUILD_CLEAN"
"dsh_checkout_payment_method_select","unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCheckoutPaymentMethodSelect.tsx","MODIFY_MAJOR"
"dsh_checkout_payment_method_select","unknown","types","component","packages\surfaces\src\dsh\types.ts","MODIFY_MAJOR"
"dsh_customer_addresses_list","unknown","types","component","packages\surfaces\src\dsh\types.ts","MODIFY_MAJOR"
"dsh_customer_preferences_get","unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCustomerPreferencesDetail.tsx","MODIFY_MAJOR"
"dsh_customer_preferences_get","unknown","types","component","packages\surfaces\src\dsh\types.ts","MODIFY_MAJOR"
"dsh_customer_profile_get","unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCustomerProfileDetail.tsx","MODIFY_MAJOR"
"dsh_customer_profile_get","unknown","types","component","packages\surfaces\src\dsh\types.ts","MODIFY_MAJOR"
"dsh_customer_profile_update","unknown","StyleSheet","component","packages\surfaces\src\dsh\DshCustomerProfileUpdate.tsx","MODIFY_MAJOR"
"dsh_customer_profile_update","unknown","types","component","packages\surfaces\src\dsh\types.ts","MODIFY_MAJOR"
"dsh_deliveries","app-captain","useDshCaptainDeliveryPositionPing","component","packages\surfaces\src\dsh\app-captain\hooks\useDshCaptainDeliveryPositionPing.ts","MODIFY_MAJOR"
"dsh_deliveries","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_eta_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_deliveries","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_reassign.tsx","KEEP_REBUILD_CLEAN"
"dsh_deliveries","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_attempt_create.tsx","KEEP_REBUILD_CLEAN"
"dsh_deliveries","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_track_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_delivery_attempt_create","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_attempt_create.tsx","KEEP_REBUILD_CLEAN"
"dsh_delivery_attempts_list","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_attempts_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_delivery_close","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_close.tsx","KEEP_REBUILD_CLEAN"
"dsh_delivery_eta_get","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_eta_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_delivery_get","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_delivery_mode_filter_keys","unknown","deliveryModes","component","packages\surfaces\src\dsh\deliveryModes.ts","MODIFY_MAJOR"
"dsh_delivery_mode_ids","unknown","deliveryModes","component","packages\surfaces\src\dsh\deliveryModes.ts","MODIFY_MAJOR"
"dsh_delivery_mode_var_keys","unknown","deliveryModes","component","packages\surfaces\src\dsh\deliveryModes.ts","MODIFY_MAJOR"
"dsh_delivery_modes_reference","unknown","index","component","packages\surfaces\src\dsh\index.ts","MODIFY_MAJOR"
"dsh_delivery_reassign","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_reassign.tsx","KEEP_REBUILD_CLEAN"
"dsh_delivery_reassign_request","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_reassign.tsx","KEEP_REBUILD_CLEAN"
"dsh_delivery_restaurant","unknown","captainEarningsHistory","component","packages\surfaces\src\dsh\fixtures\captainEarningsHistory.ts","MODIFY_MAJOR"
"dsh_delivery_restaurant","unknown","captainWallet","component","packages\surfaces\src\dsh\fixtures\captainWallet.ts","MODIFY_MAJOR"
"dsh_delivery_track_get","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_delivery_track_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_dsh_catalog_and_mock_unified","unknown","dshCategoriesSeed","component","packages\surfaces\src\dsh\dshCategoriesSeed.ts","MODIFY_MAJOR"
"dsh_dsh_smart_notifications_captain_near_spec","app-captain","useDshCaptainDeliveryPositionPing","component","packages\surfaces\src\dsh\app-captain\hooks\useDshCaptainDeliveryPositionPing.ts","MODIFY_MAJOR"
"dsh_earnings_empty","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","KEEP_REBUILD_CLEAN"
"dsh_earnings_loading","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","KEEP_REBUILD_CLEAN"
"dsh_earnings_subtitle","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","KEEP_REBUILD_CLEAN"
"dsh_earnings_title","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_earnings_history.tsx","KEEP_REBUILD_CLEAN"
"dsh_enter_amount","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_settlements.tsx","KEEP_REBUILD_CLEAN"
"dsh_enter_valid_amount","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_settlements.tsx","KEEP_REBUILD_CLEAN"
"dsh_entitlements","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_entitlements_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_entitlements_get","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_entitlements_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_estimate_create","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_estimate_create.tsx","KEEP_REBUILD_CLEAN"
"dsh_estimate_get","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_estimate_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_estimates","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_estimate_create.tsx","KEEP_REBUILD_CLEAN"
"dsh_estimates","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_estimate_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_execution_roadmap_checklist","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_order_create.tsx","KEEP_REBUILD_CLEAN"
"dsh_experimental_categories_reference","unknown","dshCategoriesSeed","component","packages\surfaces\src\dsh\dshCategoriesSeed.ts","MODIFY_MAJOR"
"dsh_experimental_categories_reference","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_categories_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_external_order_create","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_external_order_create.tsx","KEEP_REBUILD_CLEAN"
"dsh_external_order_get","unknown","pattern_unification.test","component","packages\surfaces\src\dsh\__tests__\pattern_unification.test.ts","MODIFY_MAJOR"
"dsh_external_order_get","unknown","wrappers","component","packages\surfaces\src\dsh\wrappers.ts","MODIFY_MAJOR"
"dsh_favorite_toggle","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_favorite_toggle.tsx","KEEP_REBUILD_CLEAN"
"dsh_favorites_list","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_favorites_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_field_store_activation_request","app-field","StyleSheet","component","packages\surfaces\src\dsh\app-field\mobile\auto_dsh_field_store_activation_request.tsx","MODIFY_MAJOR"
"dsh_field_store_geo_pin","app-field","StyleSheet","component","packages\surfaces\src\dsh\app-field\mobile\auto_dsh_field_store_geo_pin.tsx","MODIFY_MAJOR"
"dsh_field_store_visit_log","app-field","StyleSheet","component","packages\surfaces\src\dsh\app-field\mobile\auto_dsh_field_store_visit_log.tsx","MODIFY_MAJOR"
"dsh_field_stores","app-field","StyleSheet","component","packages\surfaces\src\dsh\app-field\mobile\auto_dsh_field_store_activation_request.tsx","MODIFY_MAJOR"
"dsh_field_stores","app-field","StyleSheet","component","packages\surfaces\src\dsh\app-field\mobile\auto_dsh_field_store_geo_pin.tsx","MODIFY_MAJOR"
"dsh_field_stores","app-field","StyleSheet","component","packages\surfaces\src\dsh\app-field\mobile\auto_dsh_field_store_visit_log.tsx","MODIFY_MAJOR"
"dsh_filter_completed","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_payments.tsx","KEEP_REBUILD_CLEAN"
"dsh_filter_key_to_mode_id","unknown","deliveryModes","component","packages\surfaces\src\dsh\deliveryModes.ts","MODIFY_MAJOR"
"dsh_filter_key_to_mode_id","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_orders_list.tsx","KEEP_REBUILD_CLEAN"
"dsh_gas_refill_order_create","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_gas_refill_order_create.tsx","KEEP_REBUILD_CLEAN"
"dsh_home","unknown","dshHomeApi","component","packages\surfaces\src\dsh\data\dshHomeApi.ts","MODIFY_MAJOR"
"dsh_home","unknown","index","component","packages\surfaces\src\dsh\hooks\index.ts","MODIFY_MAJOR"
"dsh_home_banners_list","unknown","StyleSheet","component","packages\surfaces\src\dsh\DshBannersList.tsx","MODIFY_MAJOR"
"dsh_home_banners_list","unknown","types","component","packages\surfaces\src\dsh\types.ts","MODIFY_MAJOR"
"dsh_home_below_hero","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_home_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_home_fetch_failed_","unknown","dshHomeApi","component","packages\surfaces\src\dsh\data\dshHomeApi.ts","MODIFY_MAJOR"
"dsh_home_get","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_home_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_home_video_icon","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_home_get.tsx","KEEP_REBUILD_CLEAN"
"dsh_listing_status_update","app-partner","StyleSheet","screen","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_listing_status_update.tsx","KEEP_REBUILD_CLEAN"
"dsh_listing_status_update","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_listing_status_update.tsx","KEEP_REBUILD_CLEAN"
"dsh_listings","app-partner","StyleSheet","screen","packages\surfaces\src\dsh\app-partner\mobile\auto_dsh_partner_listing_status_update.tsx","KEEP_REBUILD_CLEAN"
"dsh_listings","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_listing_status_update.tsx","KEEP_REBUILD_CLEAN"
"dsh_loading_settlements","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_settlements.tsx","KEEP_REBUILD_CLEAN"
"dsh_loyalty_points_redeem","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_loyalty_points_redeem.tsx","KEEP_REBUILD_CLEAN"
"dsh_loyalty_points_user","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_loyalty_points_user_history.tsx","KEEP_REBUILD_CLEAN"
"dsh_loyalty_points_user","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_loyalty_points_user_balance.tsx","KEEP_REBUILD_CLEAN"
"dsh_loyalty_points_user_balance","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_loyalty_points_user_balance.tsx","KEEP_REBUILD_CLEAN"
"dsh_loyalty_points_user_history","unknown","StyleSheet","screen","packages\surfaces\src\dsh\app-client\mobile\auto_dsh_loyalty_points_user_history.tsx","KEEP_REBUILD_CLEAN"
"dsh_min_50","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_settlements.tsx","KEEP_REBUILD_CLEAN"
"dsh_min_withdrawal","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_settlements.tsx","KEEP_REBUILD_CLEAN"
"dsh_new_withdrawal","app-captain","StyleSheet","screen","packages\surfaces\src\dsh\app-captain\mobile\auto_captain_settlements.tsx","KEEP_REBUILD_CLEAN"
